,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_isomap__n_components,param_isomap__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
22,0.4578685760498047,0.0047220973959372576,0.08176898956298828,0.004833194279368614,50,11,"{'isomap__n_components': 50, 'isomap__n_neighbors': 11}",0.7862068965517242,0.8160919540229885,0.728735632183908,0.7770114942528735,0.036250961448321455,5
23,0.4982749621073405,0.007562722514741619,0.08912436167399089,0.002004522021502409,50,15,"{'isomap__n_components': 50, 'isomap__n_neighbors': 15}",0.7494252873563219,0.7770114942528735,0.7034482758620689,0.7432950191570882,0.030343279499192848,33
24,0.5429697036743164,0.0032397286704989006,0.09527166684468587,0.001601768249716811,50,20,"{'isomap__n_components': 50, 'isomap__n_neighbors': 20}",0.7862068965517242,0.7816091954022989,0.7379310344827587,0.7685823754789273,0.021754895887476457,9
25,0.6300350030263265,0.0034011379615067516,0.10124564170837402,0.0033818680381411613,50,30,"{'isomap__n_components': 50, 'isomap__n_neighbors': 30}",0.7402298850574712,0.8022988505747126,0.7333333333333333,0.7586206896551725,0.03101318980053344,20
26,0.7125686804453532,0.0034896434615693892,0.11330747604370117,0.0033606807079602967,50,40,"{'isomap__n_components': 50, 'isomap__n_neighbors': 40}",0.7540229885057471,0.774712643678161,0.7333333333333333,0.7540229885057471,0.016893032708849537,21
27,0.8680109182993571,0.08357985136200095,0.12290668487548828,0.002679551970176284,50,50,"{'isomap__n_components': 50, 'isomap__n_neighbors': 50}",0.7586206896551724,0.7494252873563219,0.7195402298850575,0.742528735632184,0.016683173223813953,36
28,1.0064783891042073,0.010274377967934761,0.14171838760375977,0.006755125319384194,50,75,"{'isomap__n_components': 50, 'isomap__n_neighbors': 75}",0.7724137931034483,0.7655172413793103,0.7011494252873564,0.7463601532567049,0.032092554163022084,31
29,1.2001519203186035,0.016274029366685143,0.16576425234476724,0.005691437701932337,50,100,"{'isomap__n_components': 50, 'isomap__n_neighbors': 100}",0.7563218390804598,0.7609195402298851,0.7080459770114943,0.7417624521072796,0.023914921891689235,37
30,0.37032628059387207,0.004588630669353723,0.06997227668762207,0.002761077318411509,100,3,"{'isomap__n_components': 100, 'isomap__n_neighbors': 3}",0.8068965517241379,0.8022988505747126,0.7724137931034483,0.7938697318007663,0.015287308309011483,1
31,0.43032193183898926,0.004362076407880275,0.07866271336873372,0.0024292960320404446,100,7,"{'isomap__n_components': 100, 'isomap__n_neighbors': 7}",0.7862068965517242,0.7931034482758621,0.7494252873563219,0.7762452107279693,0.019172407667734568,6
32,0.4739521344502767,0.008873119557076176,0.08231012026468913,0.003075790647825161,100,11,"{'isomap__n_components': 100, 'isomap__n_neighbors': 11}",0.7954022988505747,0.8022988505747126,0.7172413793103448,0.771647509578544,0.03857383279280679,8
33,0.5142076015472412,0.0011288751051004452,0.08723783493041992,0.0030642781122812036,100,15,"{'isomap__n_components': 100, 'isomap__n_neighbors': 15}",0.7471264367816092,0.7655172413793103,0.6919540229885057,0.7348659003831418,0.03125835717145002,39
34,0.5607992808024088,0.005614200597265446,0.10380872090657552,0.00652110248864362,100,20,"{'isomap__n_components': 100, 'isomap__n_neighbors': 20}",0.7701149425287356,0.7931034482758621,0.7379310344827587,0.7670498084291187,0.02262808131836536,12
35,0.7055966854095459,0.07403378048778858,0.10498929023742676,0.005685294636528658,100,30,"{'isomap__n_components': 100, 'isomap__n_neighbors': 30}",0.7333333333333333,0.7770114942528735,0.7195402298850575,0.7432950191570882,0.024497114732790447,33
36,0.7377985318501791,0.0063614463915015905,0.11910971005757649,0.004260639583420471,100,40,"{'isomap__n_components': 100, 'isomap__n_neighbors': 40}",0.7517241379310344,0.7816091954022989,0.7126436781609196,0.7486590038314175,0.028238353674618064,29
37,0.8180456161499023,0.013740321137957258,0.12393895785013835,0.0025928822269928637,100,50,"{'isomap__n_components': 100, 'isomap__n_neighbors': 50}",0.7425287356321839,0.7632183908045977,0.6919540229885057,0.7325670498084292,0.029934137907470692,40
38,1.0350596904754639,0.0170868108162817,0.14942598342895508,0.0032654611842337787,100,75,"{'isomap__n_components': 100, 'isomap__n_neighbors': 75}",0.767816091954023,0.774712643678161,0.6873563218390805,0.7432950191570882,0.039654709679496136,33
39,1.220697005589803,0.017271845043320553,0.1648723284403483,0.00258425893007842,100,100,"{'isomap__n_components': 100, 'isomap__n_neighbors': 100}",0.7701149425287356,0.7448275862068966,0.7034482758620689,0.7394636015325671,0.02747957253186377,38
