,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kpca__coef0,param_kpca__degree,param_kpca__gamma,param_kpca__kernel,param_kpca__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7548,0.11481412251790364,0.030304199064482753,0.045226335525512695,0.005606835240426219,0.033666666666666664,3,0.0064444444444444445,sigmoid,40,"{'kpca__coef0': 0.033666666666666664, 'kpca__degree': 3, 'kpca__gamma': 0.0064444444444444445, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 40}",0.8666666666666667,0.9011494252873563,0.8528735632183908,0.8735632183908045,0.020302898543282398,1
6648,0.06770634651184082,0.010305238870820608,0.03819131851196289,0.006858944463660506,0.028222222222222225,4,0.0064444444444444445,sigmoid,40,"{'kpca__coef0': 0.028222222222222225, 'kpca__degree': 4, 'kpca__gamma': 0.0064444444444444445, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 40}",0.8666666666666667,0.9011494252873563,0.8528735632183908,0.8735632183908045,0.020302898543282398,1
6048,0.09119327863057454,0.0014462876926459103,0.04718828201293945,0.010560678048583134,0.028222222222222225,2,0.0064444444444444445,sigmoid,40,"{'kpca__coef0': 0.028222222222222225, 'kpca__degree': 2, 'kpca__gamma': 0.0064444444444444445, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 40}",0.8666666666666667,0.9011494252873563,0.8528735632183908,0.8735632183908045,0.020302898543282398,1
8148,0.23710481325785318,0.11803807773084897,0.055666446685791016,0.02982989441883358,0.033666666666666664,5,0.0064444444444444445,sigmoid,40,"{'kpca__coef0': 0.033666666666666664, 'kpca__degree': 5, 'kpca__gamma': 0.0064444444444444445, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 40}",0.8666666666666667,0.9011494252873563,0.8528735632183908,0.8735632183908045,0.020302898543282398,1
7248,0.07061195373535156,0.005639997598607995,0.03701631228129069,0.0002721724187949614,0.033666666666666664,2,0.0064444444444444445,sigmoid,40,"{'kpca__coef0': 0.033666666666666664, 'kpca__degree': 2, 'kpca__gamma': 0.0064444444444444445, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 40}",0.8666666666666667,0.9011494252873563,0.8528735632183908,0.8735632183908045,0.020302898543282398,1
