,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kpca__degree,param_kpca__gamma,param_kpca__kernel,param_kpca__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
66,0.5260260899861654,0.04686525986021733,0.018971363703409832,0.0006948757740912016,3,5,poly,50,"{'kpca__degree': 3, 'kpca__gamma': 5, 'kpca__kernel': 'poly', 'kpca__n_components': 50}",0.8068965517241379,0.8528735632183908,0.825287356321839,0.828352490421456,0.01889475556465589,25
67,0.33706029256184894,0.030902976631028,0.021193424860636394,0.0011563193647359622,3,5,poly,100,"{'kpca__degree': 3, 'kpca__gamma': 5, 'kpca__kernel': 'poly', 'kpca__n_components': 100}",0.7885057471264367,0.8505747126436781,0.832183908045977,0.8237547892720306,0.026031092339406946,31
68,0.484749714533488,0.028588525741670496,0.04070130983988444,0.0018245399657695757,3,5,poly,500,"{'kpca__degree': 3, 'kpca__gamma': 5, 'kpca__kernel': 'poly', 'kpca__n_components': 500}",0.8022988505747126,0.8,0.8344827586206897,0.8122605363984675,0.015741485505114276,37
69,0.24773311614990234,0.00413456523682565,0.024444182713826496,0.0016159657110847443,3,5,sigmoid,50,"{'kpca__degree': 3, 'kpca__gamma': 5, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 50}",0.6022988505747127,0.5977011494252874,0.5632183908045977,0.5877394636015326,0.01744031674596331,73
70,0.3194371859232585,0.002688335728162472,0.02933367093404134,0.002098387587189425,3,5,sigmoid,100,"{'kpca__degree': 3, 'kpca__gamma': 5, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 100}",0.5839080459770115,0.6229885057471264,0.5655172413793104,0.5908045977011495,0.023963978193274893,70
71,0.8110293547312418,0.035115679924906086,0.0686953067779541,0.0027131804960831363,3,5,sigmoid,500,"{'kpca__degree': 3, 'kpca__gamma': 5, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 500}",0.5816091954022988,0.6275862068965518,0.5678160919540229,0.5923371647509578,0.02555299923453347,67
72,0.23015268643697104,0.05558572896883645,0.023798068364461262,0.0013944136705371997,4,0.005,poly,50,"{'kpca__degree': 4, 'kpca__gamma': 0.005, 'kpca__kernel': 'poly', 'kpca__n_components': 50}",0.8528735632183908,0.8551724137931035,0.8137931034482758,0.8406130268199233,0.018987757384465728,17
73,0.22469178835550943,0.007537194519585252,0.02661593755086263,0.0007919724116304469,4,0.005,poly,100,"{'kpca__degree': 4, 'kpca__gamma': 0.005, 'kpca__kernel': 'poly', 'kpca__n_components': 100}",0.832183908045977,0.8689655172413793,0.832183908045977,0.8444444444444444,0.017339016856681624,14
74,0.5718262195587158,0.02853022265775795,0.049350897471110024,0.0019922017777072505,4,0.005,poly,500,"{'kpca__degree': 4, 'kpca__gamma': 0.005, 'kpca__kernel': 'poly', 'kpca__n_components': 500}",0.8183908045977012,0.8620689655172413,0.8574712643678161,0.8459770114942528,0.019596493260604437,12
75,0.2716536521911621,0.00898987636209512,0.026601155598958332,0.0024666961971680605,4,0.005,sigmoid,50,"{'kpca__degree': 4, 'kpca__gamma': 0.005, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 50}",0.40229885057471265,0.37471264367816093,0.34942528735632183,0.3754789272030652,0.021592341461464173,91
76,0.3416389624277751,0.03164495883370684,0.029625336329142254,0.0005839289228422182,4,0.005,sigmoid,100,"{'kpca__degree': 4, 'kpca__gamma': 0.005, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 100}",0.4,0.37471264367816093,0.34942528735632183,0.37471264367816093,0.020647039977482736,97
77,0.7829189300537109,0.003362801729273768,0.07027467091878255,0.00016699485093303192,4,0.005,sigmoid,500,"{'kpca__degree': 4, 'kpca__gamma': 0.005, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 500}",0.4,0.37471264367816093,0.35172413793103446,0.37547892720306514,0.019715985180488303,94
78,0.16849605242411295,0.004104644606275505,0.022417306900024414,0.0006623481253171775,4,0.01,poly,50,"{'kpca__degree': 4, 'kpca__gamma': 0.01, 'kpca__kernel': 'poly', 'kpca__n_components': 50}",0.8827586206896552,0.8574712643678161,0.8850574712643678,0.875095785440613,0.012497706076858324,4
79,0.21810237566630045,0.0348185590470437,0.022872209548950195,0.0010313730351291673,4,0.01,poly,100,"{'kpca__degree': 4, 'kpca__gamma': 0.01, 'kpca__kernel': 'poly', 'kpca__n_components': 100}",0.8919540229885058,0.8574712643678161,0.8942528735632184,0.8812260536398467,0.016823370421532695,1
80,0.49956170717875165,0.03325358053500491,0.04359165827433268,0.004533116830824777,4,0.01,poly,500,"{'kpca__degree': 4, 'kpca__gamma': 0.01, 'kpca__kernel': 'poly', 'kpca__n_components': 500}",0.8735632183908046,0.8850574712643678,0.8551724137931035,0.871264367816092,0.012308335941922608,5
81,0.26060064633687335,0.0033210703736554163,0.028457244237263996,0.0009040478391704493,4,0.01,sigmoid,50,"{'kpca__degree': 4, 'kpca__gamma': 0.01, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 50}",0.37471264367816093,0.3724137931034483,0.3310344827586207,0.3593869731800767,0.020070192879247203,100
82,0.3209092617034912,0.003696542548379563,0.03148237864176432,0.002653580843847781,4,0.01,sigmoid,100,"{'kpca__degree': 4, 'kpca__gamma': 0.01, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 100}",0.3724137931034483,0.3724137931034483,0.3310344827586207,0.3586206896551724,0.01950639396376684,103
83,0.8396616776784261,0.0435987917958801,0.07449730237325032,0.0021059221653549802,4,0.01,sigmoid,500,"{'kpca__degree': 4, 'kpca__gamma': 0.01, 'kpca__kernel': 'sigmoid', 'kpca__n_components': 500}",0.3724137931034483,0.3724137931034483,0.3310344827586207,0.3586206896551724,0.01950639396376684,103
84,7.5011054674784345,2.2803762115361965,0.019498189290364582,0.0005747040601726145,4,0.1,poly,50,"{'kpca__degree': 4, 'kpca__gamma': 0.1, 'kpca__kernel': 'poly', 'kpca__n_components': 50}",0.7770114942528735,0.8298850574712644,0.8068965517241379,0.8045977011494253,0.02164666190318092,38
85,1.8626920382181804,0.6015878140152886,0.022369861602783203,0.0007995447535735603,4,0.1,poly,100,"{'kpca__degree': 4, 'kpca__gamma': 0.1, 'kpca__kernel': 'poly', 'kpca__n_components': 100}",0.8,0.8229885057471265,0.8275862068965517,0.8168582375478928,0.0120674450176426,34
86,0.5489219029744467,0.03546929468404561,0.03921365737915039,0.002673152192250439,4,0.1,poly,500,"{'kpca__degree': 4, 'kpca__gamma': 0.1, 'kpca__kernel': 'poly', 'kpca__n_components': 500}",0.7632183908045977,0.7333333333333333,0.8091954022988506,0.7685823754789273,0.031201951067436534,46
