,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_isomap__n_components,param_isomap__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,112.02575031916301,22.43921207974771,0.04887636502583822,0.0003263769124624662,10,3,"{'isomap__n_components': 10, 'isomap__n_neighbors': 3}",0.6942528735632184,0.7333333333333333,0.7011494252873564,0.7095785440613027,0.017031502506431283,39
1,22.18422770500183,10.747664891024465,0.05537056922912598,0.0020925870427916456,10,7,"{'isomap__n_components': 10, 'isomap__n_neighbors': 7}",0.7172413793103448,0.7264367816091954,0.7057471264367816,0.7164750957854406,0.008463878174089872,35
2,30.13554294904073,16.034977705998788,0.09002494812011719,0.020327792650008548,10,11,"{'isomap__n_components': 10, 'isomap__n_neighbors': 11}",0.7333333333333333,0.7402298850574712,0.6597701149425287,0.7111111111111111,0.03641258044602827,38
3,23.466872533162434,9.088380031444416,0.0689226786295573,0.010174815898080504,10,15,"{'isomap__n_components': 10, 'isomap__n_neighbors': 15}",0.7471264367816092,0.7333333333333333,0.7011494252873564,0.7272030651340996,0.019264069103412287,31
4,9.355325937271118,3.6462203824055757,0.0664670467376709,0.0007619028450128043,10,20,"{'isomap__n_components': 10, 'isomap__n_neighbors': 20}",0.7448275862068966,0.7264367816091954,0.7172413793103448,0.7295019157088123,0.011468681645284131,29
5,6.956710020701091,1.6783066284088595,0.07529242833455403,0.0009916040394526903,10,30,"{'isomap__n_components': 10, 'isomap__n_neighbors': 30}",0.7494252873563219,0.7586206896551724,0.6988505747126437,0.735632183908046,0.026278050880432557,27
6,5.133171319961548,1.9557094359520524,0.1311337153116862,0.0653691308633443,10,40,"{'isomap__n_components': 10, 'isomap__n_neighbors': 40}",0.7333333333333333,0.7448275862068966,0.6988505747126437,0.7256704980842912,0.019536473232156275,32
7,6.795691728591919,1.5706193317806467,0.09234730402628581,0.0005932558963499026,10,50,"{'isomap__n_components': 10, 'isomap__n_neighbors': 50}",0.7563218390804598,0.7540229885057471,0.7011494252873564,0.7371647509578545,0.02548396804339599,25
8,5.54795225461324,2.0583186205130715,0.1157837708791097,0.001717933111722941,10,75,"{'isomap__n_components': 10, 'isomap__n_neighbors': 75}",0.7517241379310344,0.7425287356321839,0.6827586206896552,0.7256704980842912,0.030574616618022965,32
9,4.117006699244182,0.9220266654380685,0.140714963277181,0.004422777780820546,10,100,"{'isomap__n_components': 10, 'isomap__n_neighbors': 100}",0.7172413793103448,0.7310344827586207,0.6988505747126437,0.7157088122605364,0.013183640256004037,36
10,1.1332196394602458,0.16569203581124636,0.05032205581665039,0.0017396307431891294,30,3,"{'isomap__n_components': 30, 'isomap__n_neighbors': 3}",0.7402298850574712,0.7103448275862069,0.671264367816092,0.70727969348659,0.028238353674618015,40
11,0.6970934073130289,0.0365450444703237,0.058681646982828774,0.0012240737758656749,30,7,"{'isomap__n_components': 30, 'isomap__n_neighbors': 7}",0.7563218390804598,0.7218390804597701,0.7103448275862069,0.7295019157088123,0.019536473232156293,29
12,0.6280601024627686,0.04991045054991351,0.06153090794881185,0.0012748212268129267,30,11,"{'isomap__n_components': 30, 'isomap__n_neighbors': 11}",0.7609195402298851,0.7402298850574712,0.735632183908046,0.7455938697318008,0.010998237620235508,20
13,0.6315877437591553,0.029749126415344943,0.06422384579976399,0.0010948161826391733,30,15,"{'isomap__n_components': 30, 'isomap__n_neighbors': 15}",0.7402298850574712,0.7471264367816092,0.6896551724137931,0.7256704980842912,0.025621844440307226,32
14,0.6397715409596761,0.01667970219479213,0.06934746106465657,0.0032749310620602255,30,20,"{'isomap__n_components': 30, 'isomap__n_neighbors': 20}",0.7977011494252874,0.7632183908045977,0.7149425287356321,0.7586206896551723,0.033942121977548076,12
15,0.7542483806610107,0.05425884108408214,0.09671966234842937,0.02332143453837146,30,30,"{'isomap__n_components': 30, 'isomap__n_neighbors': 30}",0.7264367816091954,0.7770114942528735,0.7402298850574712,0.7478927203065133,0.021346188930550347,18
16,0.8037673632303873,0.004833501281262399,0.08543229103088379,0.0009279386070827606,30,40,"{'isomap__n_components': 30, 'isomap__n_neighbors': 40}",0.7563218390804598,0.7425287356321839,0.7126436781609196,0.7371647509578544,0.018230463223556048,26
17,0.8891063531239828,0.0032614380173516394,0.09540764490763347,0.0009399473266476176,30,50,"{'isomap__n_components': 30, 'isomap__n_neighbors': 50}",0.7770114942528735,0.7632183908045977,0.7126436781609196,0.7509578544061304,0.027671218521483184,15
18,1.086949110031128,0.007895125654014512,0.11847090721130371,0.0007536592931870397,30,75,"{'isomap__n_components': 30, 'isomap__n_neighbors': 75}",0.7540229885057471,0.7609195402298851,0.735632183908046,0.750191570881226,0.010673094465275191,16
19,1.2884045441945393,0.009615717999117342,0.14170344670613608,0.0015808390148044876,30,100,"{'isomap__n_components': 30, 'isomap__n_neighbors': 100}",0.7977011494252874,0.7563218390804598,0.7471264367816092,0.7670498084291189,0.021996475240471,8
20,0.6052552064259847,0.0355687251105185,0.05028374989827474,0.000483187836983132,50,3,"{'isomap__n_components': 50, 'isomap__n_neighbors': 3}",0.7218390804597701,0.7425287356321839,0.6781609195402298,0.714176245210728,0.026830868045994802,37
21,0.5492046674092611,0.015196519739441573,0.05501739184061686,0.0018850848002995792,50,7,"{'isomap__n_components': 50, 'isomap__n_neighbors': 7}",0.7770114942528735,0.7425287356321839,0.7126436781609196,0.7440613026819923,0.026300386669318773,21
